x,y,time
-0.363466186805,52.0981285414,323.0
-0.364015320525,52.0998588956,346.778751
-0.365116230118,52.1018130067,375.885325
-0.366053671342,52.1041593176,460.46671
-0.36701968381,52.1046552278,475.687539
-0.36811326257,52.1049388316,534.241274
-0.369262562273,52.1053700525,553.588812
-0.369765968942,52.1071164389,634.651082
-0.369863186571,52.1083369,652.004151
-0.370954295029,52.1101269648,700.502473
-0.372356262176,52.1116400179,715.688735
-0.373407240166,52.1146989507,752.38444
-0.373751603122,52.1157485889,801.558088
-0.373464427263,52.1171884381,892.5675
-0.373426229136,52.118875089,919.093191
-0.372989810701,52.1197820834,1008.411946
-0.371135650242,52.1177593663,1030.447041
-0.370596144925,52.1161928867,1093.626879
-0.370007061948,52.1138073225,1150.734594
-0.368983413302,52.1127462929,1183.950352
-0.367647047767,52.1115445643,1194.395829
-0.366872346653,52.1107302739,1244.688912
-0.366217161813,52.1099574674,1301.42836
-0.365131613082,52.1094200826,1386.844824
-0.364109838291,52.1087765131,1390.85891
-0.36318157704,52.1085182363,1401.661151
-0.363286883082,52.1094850338,1465.600741
-0.36390001695,52.1111093654,1466.911842
-0.365184449022,52.1129988811,1538.930288
-0.366184050643,52.1148215053,1549.111713
-0.367378794314,52.1171609043,1597.406214
-0.368960000072,52.1196985394,1622.841755
-0.370409870829,52.1216131174,1690.511497
-0.371011297745,52.1226558167,1780.18971
-0.371660487901,52.1240999862,1856.179279
-0.372604479849,52.1257747282,1928.208503
-0.373558437327,52.127613268,2018.970803
-0.374900802548,52.130067635,2111.83186
-0.375410666754,52.1311426091,2149.598159
-0.376187446449,52.1323742946,2239.573749
-0.376912432566,52.1342936605,2317.461742
-0.376641528964,52.1352261516,2349.887198
-0.374984353996,52.1322136369,2369.310313
-0.374683645836,52.1307300582,2468.8656
-0.374261489023,52.128787365,2484.99524
-0.372841559601,52.1254400005,2555.79868
-0.373234029914,52.1249667372,2605.950585
-0.374542604946,52.1260943207,2699.580665
-0.375197865984,52.1268669154,2771.212991
-0.376008511956,52.1275009449,2781.732026
-0.376811165811,52.1283887768,2802.652499
-0.37709209716,52.1276202113,2858.592153
-0.377086257343,52.1263672968,2929.135364
-0.376962865213,52.1254905743,2936.95873
-0.375783766562,52.1245683569,2988.011713
-0.37505676572,52.124155767,3007.631458
-0.375409502847,52.1230272542,3035.052538
-0.376170453378,52.1228422268,3098.912765
-0.375268197882,52.1222405284,3143.733554
-0.374632836709,52.1217955606,3147.720736
-0.375527085822,52.122651089,3194.445869
-0.376345714443,52.1230313247,3202.221522
-0.376907380098,52.1234186192,3206.03156
-0.377431234057,52.1235682753,3222.036005
-0.377759958209,52.1232012156,3261.819202
-0.377774052665,52.1222759955,3330.708972
-0.377192531257,52.1215610898,3384.180128
-0.377178769541,52.1205620637,3452.872112
-0.376728991231,52.1185458093,3480.117832
-0.37594859973,52.116478971,3526.711089
-0.374998661249,52.1154757924,3554.366617
-0.374503163539,52.1134757031,3599.375214
-0.373842376676,52.1114503068,3692.882132
-0.372922204823,52.1109384518,3701.575313
-0.37256367329,52.1108139879,3746.964198
-0.371669496126,52.1099583255,3841.526732
-0.370773457904,52.1086850412,3927.098677
-0.37134933916,52.1081473236,3939.196313
-0.372584079053,52.1092174591,3940.612704
-0.372878253726,52.1113722077,3964.064191
-0.373200350353,52.1136008076,4050.695516
-0.374018494586,52.1159053638,4094.434555
