x,y,time
-0.64329150424476533,52.05696751983762027,323.000000
-0.64331557286472552,52.05617311307715056,346.778751
-0.64369108929385743,52.05538275198598797,375.885325
-0.64626838392685992,52.05541238905983903,460.466710
-0.6495485835254402,52.05545002747614802,475.687539
-0.65108241288974777,52.05510637620913883,534.241274
-0.65180270262381834,52.05453666795728651,553.588812
-0.64958342873071828,52.05429452341137164,634.651082
-0.64807577850764508,52.05377152771582416,652.004151
-0.64677844793371941,52.0540456120435735,700.502473
-0.64384541916165439,52.05415638016604873,715.688735
-0.64703674066407535,52.05325389408748293,752.384440
-0.64671149541206552,52.0523832310665,801.558088
-0.64617163042613701,52.05085990500150928,892.567500
-0.64239476275965224,52.05175562232327735,919.093191
-0.64120583362200889,52.05231987039115893,1008.411946
-0.63848523500259413,52.05315539479413189,1030.447041
-0.63635466211664915,52.05385319822049439,1093.626879
-0.63519861591287741,52.05333410542050387,1150.734594
-0.63385016833710472,52.05144013248672508,1183.950352
-0.63415712407100799,52.04905963474679709,1194.395829
-0.63454815017413857,52.04776377215718952,1244.688912
-0.63866962914721903,52.04708902109918967,1301.428360
-0.64142270776405952,52.04517020588136944,1386.844824
-0.64005888932930322,52.04378183351376919,1390.858910
-0.63879910512838223,52.04282811173069945,1401.661151
-0.63836575749940916,52.04166719738535107,1465.600741
-0.63955882243002504,52.04095853748754053,1466.911842
-0.64188792441257847,52.04141887319001114,1538.930288
-0.64523834775743538,52.04297457274790872,1549.111713
-0.64284787349720673,52.04453643303665444,1597.406214
-0.63584920323485894,52.04351643638828051,1622.841755
-0.63625112057925926,52.04185947248339517,1690.511497
-0.64015095698003621,52.04074864067357709,1780.189710
-0.64365773906807389,52.04100579551169403,1856.179279
-0.64595851325014264,52.04240489822736038,1928.208503
-0.64933745842497081,52.04302163449211349,2018.970803
-0.65251484216500311,52.04255230718148795,2111.831860
-0.65225888379609387,52.0432718204308884,2149.598159
-0.65266019289424515,52.04161479624917774,2239.573749
-0.65096001986649521,52.03971699458052314,2317.461742
-0.65051333475900008,52.03898943776583508,2349.887198
-0.64945937098562334,52.03897736096276105,2369.310313
-0.64806934000208194,52.03845570978752022,2468.865600
-0.64726268239748963,52.03801298575559997,2484.995240
-0.6445976816401684,52.03704318228255943,2555.798680
-0.64798492048124501,52.03737107848149179,2605.950585
-0.64998437212258153,52.0371050297908937,2699.580665
-0.65279265578364121,52.03720941964309077,2771.212991
-0.65520412964853847,52.03882634031455723,2781.732026
-0.6565985872051775,52.03920346912476447,2802.652499
-0.6578694696996582,52.03979590590358129,2858.592153
-0.65969785708973938,52.04133384487596459,2929.135364
-0.65999735867991671,52.04307110840917971,2936.958730
-0.65692414156158097,52.04397528901561998,2988.011713
-0.65550135732017467,52.04453701438496438,3007.631458
-0.65452317080953637,52.04589848492064874,3035.052538
-0.65597429608910685,52.04829909896577789,3098.912765
-0.65593962323028288,52.0494546072478812,3143.733554
-0.65576830275876896,52.0512587521659853,3147.720736
-0.65929329971371597,52.0509376933364365,3194.445869
-0.66190271933409872,52.04988369611742627,3202.221522
-0.66172084703383471,52.05204894823214801,3206.031560
-0.66263210312548482,52.05292622106636458,3222.036005
-0.66460632736896597,52.05352656233296926,3261.819202
-0.66949642072521964,52.05459329318146189,3330.708972
-0.67252944859792807,52.05506096357042622,3384.180128
-0.67567328535523985,52.05574653226113213,3452.872112
-0.67916229129110084,52.05665261726011295,3480.117832
-0.68169292018832339,52.05827031730583343,3526.711089
-0.68352712212048516,52.05966345263342276,3554.366617
-0.68434089525369457,52.05988927196298732,3599.375214
-0.68610894342814577,52.0595477801826263,3692.882132
-0.68822633456848592,52.05928239493062648,3701.575313
-0.69068884993771673,52.05923753772748341,3746.964198
-0.69113216413933665,52.06010938583212067,3841.526732
-0.69016949701068986,52.06096561282593882,3927.098677
-0.68980109026190284,52.06153946618375272,3939.196313
-0.68966067167042355,52.06233258444454748,3940.612704
