x,y,time
-0.44236861365549607,51.91868931956508959,323.000000
-0.44336834699323618,51.91911351674605157,346.778751
-0.44401995214904189,51.91948984316969984,375.885325
-0.4448114262056812,51.91986801429369791,460.466710
-0.44525401261043807,51.92021994149112629,475.687539
-0.44572871809688502,51.91964220269082375,534.241274
-0.44570495552513606,51.91931743936267907,553.588812
-0.44518124135559972,51.91928889152836035,634.651082
-0.44472521421137334,51.91932612579519457,652.004151
-0.44427591352647455,51.91916877747900116,700.502473
-0.4437946429366092,51.91892448479203637,715.688735
-0.44345771883757434,51.91855231949281801,752.384440
-0.44316324309499477,51.91796441494857106,801.558088
-0.44357026898332758,51.91732089935592853,892.567500
-0.44375779167356999,51.91695566961791286,919.093191
-0.44290074514063749,51.91746345260020945,1008.411946
-0.44260832468139361,51.9178272928700153,1030.447041
-0.44224372790632155,51.91825506700966031,1093.626879
-0.44293177093564806,51.9185886219747772,1150.734594
-0.44330889011437097,51.91880991066164341,1183.950352
-0.44375444525500174,51.91907536305024706,1194.395829
-0.44471848893865085,51.91952070664096652,1244.688912
-0.44509936013614104,51.9196338892188578,1301.428360
-0.44581643621059153,51.92014085032413107,1386.844824
-0.44625306082210858,51.92066573465511681,1390.858910
-0.44668745645681385,51.92125547772590721,1401.661151
-0.44720895626378909,51.92134887937893239,1465.600741
-0.44742984389493029,51.92204395211413726,1466.911842
-0.44804879608359749,51.92235493504620081,1538.930288
-0.44847503023955682,51.92318249295656329,1549.111713
-0.44887823803209453,51.92366366655852516,1597.406214
-0.44951957443060736,51.9233260382306554,1622.841755
-0.44909481014574176,51.92245524370132159,1690.511497
-0.4500738747739399,51.92246814157782353,1780.189710
-0.45100532009989819,51.92284811359449748,1856.179279
-0.45229389073470849,51.92301647569065892,1928.208503
-0.45159157635463471,51.922077150261714,2018.970803
-0.45084167125653235,51.92150490303011168,2111.831860
-0.45015352447576162,51.92117139363593026,2149.598159
-0.44904729445738151,51.92078911130430185,2239.573749
-0.44828327744368196,51.92062763058547148,2317.461742
-0.44847443121905628,51.92117089965571353,2349.887198
-0.4488828386228903,51.92150073237279884,2369.310313
-0.44894233634286923,51.9218043358398802,2468.865600
-0.44855398222230153,51.92190736675744489,2484.995240
-0.44809718530804599,51.92196623400431577,2555.798680
-0.44842671750857988,51.92255458753752606,2605.950585
-0.44910816506032492,51.92308268815250472,2699.580665
-0.45048528388995668,51.92271148830145933,2771.212991
-0.45050240879760045,51.92221422503948247,2781.732026
-0.45020483897184799,51.9217128181063714,2802.652499
-0.44931286013807886,51.92120357984209988,2858.592153
-0.44882408699243137,51.9211755087374911,2929.135364
-0.44849448700549638,51.92160376311932168,2936.958730
-0.44998759500114471,51.92192625661331817,2988.011713
-0.45102988234154734,51.92213464874114948,3007.631458
-0.45168903556491907,51.92229473188541533,3035.052538
-0.45003220511059899,51.92266226231044612,3098.912765
-0.44908288629640336,51.9228011657309878,3143.733554
-0.44839696985361671,51.9224027857073267,3147.720736
-0.44771330322065606,51.92193954141275469,3194.445869
-0.44705790075750906,51.92167133560147363,3202.221522
-0.4467886217402301,51.92136496269438339,3206.031560
