x,y,time
-0.767698546503,52.0663560277,323.0
-0.767739840451,52.0653357361,346.778751
-0.766695271063,52.0648117162,375.885325
-0.765218413493,52.0658526175,460.46671
-0.76586518202,52.0670912416,475.687539
-0.766363417649,52.0679483949,534.241274
-0.765563312684,52.0684745708,553.588812
-0.764536937796,52.0685135947,634.651082
-0.763361987654,52.0681711838,652.004151
-0.762465893581,52.0680287115,700.502473
-0.76069879193,52.06813675,715.688735
-0.759023104175,52.0680104501,752.38444
-0.757996634717,52.0680495907,801.558088
-0.758037834423,52.0670293107,892.5675
-0.759423288697,52.0662226355,919.093191
-0.761014392225,52.0664132944,1008.411946
-0.762365439959,52.0664569297,1030.447041
-0.763307272283,52.0664822079,1093.626879
-0.764480184766,52.0648483764,1150.734594
-0.764320336359,52.063733842,1183.950352
-0.763931802816,52.0632052884,1194.395829
-0.762130251271,52.064163553,1244.688912
-0.759933237877,52.0647633969,1301.42836
-0.759505799482,52.0641820268,1386.844824
-0.760907091,52.0650115392,1390.85891
-0.762036355885,52.0654711087,1401.661151
-0.7628114403,52.0645519109,1465.600741
-0.76353638159,52.0628467891,1466.911842
-0.762544376772,52.0620355749,1538.930288
-0.760246999791,52.0610635484,1549.111713
-0.758500416464,52.0606614875,1597.406214
-0.757769042224,52.0594872162,1622.841755
-0.756797644646,52.0581658825,1690.511497
-0.75652129354,52.0568927286,1780.18971
-0.756608465301,52.055755113,1856.179279
-0.758483781188,52.0539990942,1928.208503
-0.758150596537,52.0521099385,2018.970803
-0.759118723004,52.0494782806,2111.83186
-0.759343413858,52.0479889161,2149.598159
-0.758943853166,52.0467271122,2239.573749
-0.758953581119,52.045483653,2317.461742
-0.759242186829,52.0444401277,2349.887198
-0.759375447889,52.0431851381,2369.310313
-0.761385797793,52.0421507148,2468.8656
-0.763798429001,52.0413048378,2484.99524
-0.765918286928,52.0405992511,2555.79868
-0.768285041501,52.0398707739,2605.950585
-0.76951967636,52.039755974,2699.580665
-0.771022134984,52.0391079603,2771.212991
-0.771970987342,52.0389632901,2781.732026
-0.773011439044,52.0385841913,2802.652499
-0.774792621004,52.0381362996,2858.592153
-0.77715221516,52.0375782663,2929.135364
-0.779303677065,52.0370961223,2936.95873
-0.782104145265,52.0367797743,2988.011713
-0.783521835677,52.0361964006,3007.631458
-0.784932515319,52.0357831594,3035.052538
-0.785979861516,52.0352341798,3098.912765
-0.786850944458,52.0349839762,3143.733554
-0.788017959932,52.033520179,3147.720736
-0.787584045896,52.033108513,3194.445869
-0.78749567185,52.0322694222,3202.221522
-0.787238042768,52.0315589851,3206.03156
-0.786564262418,52.031000093,3222.036005
-0.788532320016,52.030987144,3261.819202
-0.788730072781,52.0321550242,3330.708972
-0.790447892827,52.0332385448,3384.180128
-0.791689251943,52.032954106,3452.872112
-0.793470145114,52.0325067641,3480.117832
-0.795712945059,52.0317907778,3526.711089
-0.797007098376,52.0312191282,3554.366617
-0.797881500561,52.0298955284,3599.375214
-0.79817760294,52.0286819116,3692.882132
-0.79960929171,52.0277586553,3701.575313
-0.801968443301,52.0272015752,3746.964198
-0.803230858428,52.0264070197,3841.526732
-0.805537044619,52.0261374079,3927.098677
-0.805487682348,52.0273282131,3939.196313
-0.806690105444,52.0269911754,3940.612704
-0.807102676325,52.0259362824,3964.064191
-0.806697199973,52.0248439687,4050.695516
-0.803474223764,52.0235035971,4094.434555
-0.802060147678,52.023012929,4171.389353
-0.801725173594,52.0221965488,4258.789627
-0.800642561319,52.0216187695,4296.482984
-0.8000360714,52.020432059,4390.915789
-0.799524751344,52.0199144377,4470.765059
-0.79987186241,52.0191237582,4554.628414
-0.800327641807,52.0185765788,4649.294011
-0.800585670232,52.0179788198,4707.899197
-0.800883857018,52.0172166529,4767.815485
-0.801123266019,52.0166665235,4799.750219
-0.800292215139,52.0158251239,4841.866377
-0.799482534905,52.0156704463,4932.277036
-0.798277314693,52.0154146321,4948.123236
-0.797087970248,52.0143768456,5031.639178
-0.797492298236,52.0134670743,5104.833334
-0.798009848076,52.0126386515,5154.017059
-0.798801290176,52.0112339153,5175.230007
-0.798833016501,52.010473386,5187.205255
-0.798254141985,52.0099759578,5192.041561
-0.798188443794,52.0091555596,5234.644165
-0.79837646457,52.0082428084,5267.222359
-0.79908767888,52.0071668604,5277.688546
-0.799255508209,52.0067380883,5320.58019
-0.799991191507,52.0054762063,5382.894947
-0.799094019537,52.0054214407,5444.764992
-0.799604645727,52.0043640289,5522.764677
-0.800391843373,52.0034647043,5571.567801
-0.800987089318,52.0023765019,5670.522832
-0.801549588843,52.0008780549,5763.107942
-0.801135794617,52.0000208978,5827.325379
-0.799999378247,51.999712722,5902.06185
-0.798976131589,51.9994859355,5997.718794
-0.79846450204,51.9993725488,6049.315392
-0.797811063449,51.9990656489,6071.455201
-0.796325562203,52.0003281394,6101.418376
-0.795877869859,52.0014716293,6182.434534
