x,y,time
-0.447970048474,51.9002341844,323.0
-0.448540680791,51.8987933316,346.778751
-0.449170003207,51.8972682278,375.885325
-0.449348951735,51.8964257791,460.46671
-0.449109186099,51.8958739933,475.687539
-0.448882656591,51.8952912509,534.241274
-0.448760774399,51.8949405664,553.588812
-0.448765467291,51.8942408394,634.651082
-0.448851822636,51.8936150127,652.004151
-0.448928953601,51.8931697072,700.502473
-0.449034294259,51.8925524677,715.688735
-0.449139639281,51.891935226,752.38444
-0.449362852665,51.8915191108,801.558088
-0.449690186463,51.8909654331,892.5675
-0.45001352378,51.8902621827,919.093191
-0.450676197895,51.889453999,1008.411946
-0.451304917375,51.8887782205,1030.447041
-0.451866970356,51.8878875557,1093.626879
-0.452637767948,51.8870914396,1150.734594
-0.453628788568,51.8864689713,1183.950352
-0.454244770713,51.8861938438,1194.395829
-0.454904444989,51.8859754586,1244.688912
-0.455301688304,51.8866356153,1301.42836
-0.455593820327,51.8866940506,1386.844824
-0.455837013721,51.8870258402,1390.85891
-0.456014043255,51.8875123565,1401.661151
-0.456032282212,51.888370217,1465.600741
-0.455873998337,51.8891111833,1466.911842
-0.455889997563,51.8897094413,1538.930288
-0.455922719974,51.8900567015,1549.111713
-0.455373425858,51.8905467152,1597.406214
-0.454831618792,51.8909662536,1622.841755
-0.454883322733,51.8913221063,1690.511497
-0.454707825412,51.8919444545,1780.18971
-0.45474282127,51.8925512954,1856.179279
-0.454730115362,51.8929518482,1928.208503
-0.454757105316,51.8932595614,2018.970803
-0.454876715025,51.8933506522,2111.83186
-0.454839289776,51.8937030708,2149.598159
-0.454473503727,51.8938698893,2239.573749
-0.45451092876,51.8935174691,2317.461742
-0.454603547697,51.8933008466,2349.887198
-0.45465299433,51.893397107,2369.310313
-0.454782357724,51.8936772948,2468.8656
-0.454673032289,51.8941449045,2484.99524
-0.454721811939,51.8950903809,2555.79868
-0.454594056076,51.8959189894,2605.950585
-0.454547423947,51.8964519016,2699.580665
-0.454563477057,51.8970501192,2771.212991
-0.454628987541,51.8977445845,2781.732026
-0.454684425888,51.8986745468,2802.652499
-0.454732148529,51.8988808121,2858.592153
-0.454722041535,51.8997256893,2929.135364
-0.454918697419,51.9005902665,2936.95873
-0.45486461866,51.9011936287,2988.011713
-0.454734629202,51.9017626329,3007.631458
-0.454439014608,51.9019243044,3035.052538
-0.454315368426,51.901683693,3098.912765
-0.454354487757,51.9012212862,3143.733554
-0.45431596624,51.9008345346,3147.720736
-0.454173345311,51.9005853287,3194.445869
-0.4540157668,51.9004770811,3202.221522
-0.45380354316,51.9006026301,3206.03156
-0.453432573345,51.9010995283,3222.036005
-0.453370451047,51.9014038057,3261.819202
-0.453541826373,51.9018506794,3330.708972
-0.453684451834,51.90209988,3384.180128
-0.453556192197,51.9025588803,3452.872112
-0.453311192517,51.9023372197,3480.117832
-0.453240459147,51.9019728252,3526.711089
-0.452978210861,51.9016325576,3554.366617
-0.452011983451,51.9023032936,3599.375214
-0.452011983451,51.9023032936,3692.882132
-0.452542261922,51.9018046026,3701.575313
-0.451665745834,51.9028483382,3746.964198
-0.451022750379,51.9028159192,3841.526732
-0.450709310544,51.9024894265,3927.098677
-0.450684015759,51.9020717137,3939.196313
-0.451056719398,51.9014647604,3940.612704
-0.451306904028,51.9013563727,3964.064191
-0.451817042671,51.9013286902,4050.695516
-0.452175349331,51.9012323032,4094.434555
-0.452643507333,51.9010379002,4171.389353
-0.452990312721,51.9008624505,4258.789627
-0.453170329664,51.9007592539,4296.482984
-0.452928796498,51.9003175488,4390.915789
-0.452682074366,51.900205891,4470.765059
-0.452151230292,51.900334987,4554.628414
-0.451630153245,51.9006531792,4649.294011
-0.451093556482,51.9007427527,4707.899197
-0.451068270664,51.9003250331,4767.815485
